,tweets,sentiment,predict_sentiment
1451,"['bgr', 'vaksin', 'booster', 'kirakira', 'bayar', 'makasiiih']",1.0,1.0
4773,"['fomo', 'beneran', 'missing', 'out', 'contoh', 'vaksin', 'booster']",1.0,1.0
1554,"['contoh', 'kerja', 'ala', 'ala', 'teknologi', 'omong', 'kosong', 'qr', 'code', 'sertifikat', 'vaksin', 'pedulilindungi', 'discan', 'isi', 'data', 'anjing', 'emak', 'vaksin', 'booster', 'mesti', 'print', 'sampah']",-1.0,-1.0
5493,"['normal', 'habis', 'vaksin', 'booster', 'sakit']",-1.0,-1.0
1224,"['tiket', 'vaksin', 'booster', 'vaksin', 'booster', 'solusi']",1.0,1.0
5800,"['masyarakat', 'antusias', 'vaksin', 'booster', 'diskes', 'pekanbaru']",1.0,1.0
1071,"['taat', 'prokes', 'jalan', 'vaksin', 'booster', 'sehat', 'selamat']",1.0,1.0
718,"['vaksin', 'booster', 'lanjutusia', 'bantu', 'vaksinasi', 'covid', 'ncovid', 'nbooster', 'ncovid']",1.0,1.0
4295,"['informasi', 'vaksin', 'booster', 'besok', 'oktober']",1.0,1.0
4902,"['selamat', 'pagi', 'informasi', 'berangkat', 'cirebon', 'stasiun', 'prujakan', 'jakarta', 'pasar', 'senen', 'vaksin', 'booster', 'vaksin', 'terimakasih']",1.0,1.0
670,"['bus', 'wisata', 'transjakarta', 'jakarta', 'explorer', 'operasi', 'syarat', 'vaksin', 'booster', 'tiga']",1.0,1.0
3795,"['aaaa', 'kaya', 'pas', 'op', 'op', 'kamar', 'op', 'pas', 'op', 'nksny', 'main', 'hp', 'nyetel', 'lagu', 'pakai', 'speaker', 'op', 'nksny', 'main', 'hp', 'vaksin', 'booster']",1.0,1.0
3023,"['daftar', 'baru', 'skema', 'regimen', 'vaksin', 'booster', 'indonesia']",1.0,1.0
1945,"['wajib', 'vaksin', 'booster', 'demam']",-1.0,-1.0
4733,"['pagi', 'tolak', 'gara', 'vaksin', 'boostertujuan', 'pssenen', 'lempuyangan', 'pas', 'berangkat', 'jogja', 'boleh', 'vaksin', 'stasiun', 'beda', 'atur']",-1.0,-1.0
2818,"['tapi', 'pas', 'tidur', 'bicara', 'pakde', 'tinggal', 'innalillahi', 'yaaaahh', 'gajadi', 'berangkat', 'dongg', 'okee', 'gapaoa', 'santai', 'ganti', 'kamisss', 'selasa', 'tertawa', 'salah', 'sii', 'selasa', 'vaksin', 'booster']",1.0,1.0
897,"['butuh', 'sales', 'kanvas', 'motoris', 'bawa', 'motor', 'roda', 'surya', 'pratista', 'hutama', 'burung', 'dara', 'area', 'bogor', 'kriteria', 'pria', 'smasederajat', 'usia', 'maks', 'sim', 'vaksin', 'booster', 'jujur', 'rajin', 'ulet', 'ajar', 'minat', 'dm', 'carboncopy']",1.0,1.0
1258,"['relate', 'banget', 'wkwkwkk', 'vaksin', 'booster', 'pakai', 'kerudung', 'geblus', 'lepas', 'pas', 'cek', 'kartutandapenduduk', 'sesuai', 'gniin', 'anak', 'gataunya', 'mbak', 'mbak', 'hati', 'anak', 'kartutandapenduduk', 'anjing']",-1.0,-1.0
95,"['istimewa', 'banget', 'cina', 'mata', 'indonesia', 'temu', 'virus', 'repot', 'swab', 'pcr', 'vaksin', 'booster']",-1.0,1.0
5202,"['sesuai', 'syarat', 'seberang', 'baru', 'guna', 'jasa', 'wajib', 'vaksin', 'booster', 'seberang', 'kakak', 'terimakasih', 'nf']",1.0,1.0
3479,"['swab', 'vaksin', 'booster', 'sakit']",-1.0,-1.0
842,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
2941,"['pemberitahuan', 'resiko', 'gagal', 'jantung', 'vaksin', 'moderna', 'pfizer', 'indonesia', 'rencana', 'paksa', 'vaksin', 'booster', 'lawan']",-1.0,-1.0
2640,"['bantu', 'informasi', 'vaksin', 'booster', 'depok', 'sedia', 'terima', 'kasih']",1.0,1.0
4908,"['selamat', 'siang', 'wali', 'informasi', 'vaksin', 'booster', 'syarat', 'terbang', 'ready', 'informasi', 'nggih', 'terimakasih']",1.0,1.0
3604,"['tuju', 'vaksin', 'booster']",1.0,1.0
3771,"['jeda', 'muncul', 'vaksin', 'booster', 'nakes', 'tiket', 'vaksin', 'tahu', 'ngelist', 'serta', 'kasih', 'pasien', 'suruh', 'ngulang']",1.0,1.0
2370,"['informasi', 'vaksin', 'booster', 'stasiun', 'pasar', 'senengambir', 'sedia', 'terima', 'kasih']",1.0,1.0
4506,"['vaksin', 'booster', 'kosong', 'cek', 'kota', 'belah', 'kosong', 'gila', 'banget']",-1.0,-1.0
322,"['stasiun', 'ps', 'senen', 'vaksin', 'booster', 'besok', 'booking', 'tiket', 'booster']",1.0,1.0
4294,"['syarat', 'vaksin', 'stasiun', 'usia', 'minimal', 'vaksin', 'dosis', 'penuh', 'syarat', 'vaksin', 'booster', 'aplikasi', 'pedulilindungi', 'bawa', 'kartutandapenduduk', 'tiket', 'kakak', 'jarak', 'calon', 'tumpang']",-1.0,1.0
2083,"['jujur', 'kumpul', 'massa', 'vaksin', 'booster']",1.0,1.0
3071,"['warga', 'kota', 'ambon', 'papar', 'covid', 'vaksin', 'booster']",-1.0,-1.0
334,"['vaksin', 'booster', 'tapos', 'depok', 'layan', 'sehat', 'vaksin', 'obat', 'sana', 'pas', 'antri', 'obat', 'tolak', 'pendaftaraan', 'jam', 'siang', 'hari']",-1.0,1.0
3393,"['efek', 'vaksin', 'booster', 'mantap', 'ngerasain', 'gel', 'tangan', 'malemnya', 'demam']",1.0,1.0
332,"['habis', 'vaksin', 'booster', 'kaget', 'jarum', 'suntik']",1.0,1.0
833,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
4059,"['kayak', 'konser', 'nct', 'lambat', 'vaksin', 'booster']",-1.0,-1.0
2117,"['booster', 'stasiun', 'laku', 'swab', 'antigen', 'vaksin', 'booster', 'cari', 'susah']",-1.0,-1.0
4750,"['admin', 'buldep', 'jakarta', 'vaksin', 'booster', 'vaksin', 'booster', 'jogja', 'kosong', 'bijak', 'vaksin', 'bepergianmohon', 'cerah']",-1.0,-1.0
3527,"['wkwkwkwkwk', 'takut', 'cowo', 'undercut', 'vaksin', 'booster']",1.0,1.0
5831,"['wajib', 'vaksin', 'booster']",-1.0,-1.0
731,"['sedangapa', 'anjing', 'vaksin', 'booster']",-1.0,-1.0
1894,"['informasi', 'vaksin', 'booster', 'area', 'diri', 'kota']",1.0,1.0
291,"['bner', 'dok', 'gara', 'vaksin', 'booster', 'habis', 'vaksin', 'badan', 'sakit', 'gel', 'flu', 'mampet', 'hilang']",-1.0,-1.0
184,"['masyarakat', 'rentan', 'menerimavaksin', 'coviddosis', 'tiga', 'atauboosterper', 'selasa', 'desember', 'program', 'vaksinboosterbagi', 'masyarakat', 'jalan', 'via']",-1.0,-1.0
4959,"['kesiap', 'vaksin', 'booster', 'vaksinasi', 'usia', 'tunjuk', 'indovac', 'milik', 'mandiri', 'sektor', 'sehat', 'indovac', 'vaksin']",1.0,1.0
4296,"['ayo', 'teman', 'vaksin', 'rapat', 'vaksin', 'booster', 'virus', 'corona', 'vaksin', 'insya', 'allah', 'kebal', 'tubuh', 'bagus', 'jaga', 'masuk', 'virus', 'corona']",1.0,1.0
4640,"['informasi', 'vaksin', 'booster', 'sekitar', 'tangerang', 'huhu']",1.0,1.0
533,"['atur', 'tumpang', 'usia', 'vaksin', 'jarak', 'wajib', 'damping', 'tua', 'vaksin', 'booster', 'surat', 'terang']",1.0,1.0
2765,"['jog', 'informasi', 'vaksin', 'booster', 'urgent']",1.0,1.0
5379,"['pas', 'vaksin', 'booster', 'demam', 'parah', 'degrees', 'minum', 'paracetamol', 'jam', 'mempan', 'dosis', 'pct', 'since', 'then', 'ready', 'sumagesic', 'isi', 'pct']",-1.0,1.0
2053,"['vaksin', 'booster', 'rangsang', 'timbul', 'imun', 'kebal', 'tubuh', 'tentaranasionalindonesia', 'gencar', 'vaksinasi', 'massal', 'booster', 'pfizer', 'cepat', 'capai', 'herd', 'immunity']",-1.0,1.0
5432,"['informasi', 'vaksin', 'booster', 'daerah', 'jaktim']",1.0,1.0
657,"['selamat', 'malam', 'kakak', 'kakak', 'tawang', 'alun', 'tumpang', 'usia', 'atas', 'wajib', 'terima', 'vaksin', 'booster', 'informasi', 'lengkap', 'link', 'terimakasih']",1.0,1.0
1255,"['terimakasih', 'ganya', 'vaksin', 'booster', 'ijin', 'ortuaku', 'nonton', 'konser', 'moga', 'kasih', 'sempat', 'nonton', 'bong', 'alam', 'nonton', 'konsersmg', 'harap', 'nonton', 'bong', 'live', 'perform', 'terwujudliat', 'svt', 'rl']",1.0,1.0
4876,"['um', 'vaksin', 'booster', 'pmi', 'kota', 'malang', 'besok', 'vaksin', 'booster', 'pmi', 'daftar', 'terimakasih']",1.0,1.0
2439,"['ayo', 'vaksin', 'booster', 'jaga', 'imunitas', 'tubuh', 'virus', 'covid']",1.0,1.0
3063,"['kakak', 'kota', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
5822,"['idih', 'berani', 'keroyokan', 'maju', 'vaksin', 'booster']",-1.0,1.0
898,"['vaksin', 'efek', 'gilir', 'vaksin', 'booster', 'badan', 'kaya', 'habis', 'gigit', 'nyamuk', 'chikungunya']",1.0,1.0
428,"['ayo', 'vaksin', 'booster', 'bentuk', 'kebal', 'kelompok', 'kecil', 'papar', 'covid']",-1.0,-1.0
5668,"['uaf', 'informasi', 'vaksin', 'booster', 'kbt', 'vaksin', 'pfizer', 'pasbar', 'maaci']",1.0,1.0
2787,"['plis', 'vaksin', 'booster', 'kdua', 'gmau', 'pfizer', 'yaampun', 'tngn', 'msih', 'ngilu', 'smpe', 'pngen', 'ngapa', 'sedangapa', 'susah']",-1.0,-1.0
5251,"['cek', 'tiket', 'jadwal', 'vaksin', 'booster', 'pedulilindungi']",-1.0,-1.0
5356,"['informasi', 'vaksin', 'booster', 'teman', 'bogor', 'informasi', 'dinkes', 'booster', 'bogor', 'stock', 'tementemen', 'nakes', 'bantu', 'makasii']",1.0,1.0
1222,"['depan', 'putus', 'eua', 'tuju', 'tambah', 'suplai', 'dosis', 'vaksin', 'booster']",1.0,1.0
1539,"['maju', 'maju', 'takut', 'vaksin', 'booster']",1.0,1.0
5870,"['vaksin', 'booster', 'nakes', 'bukti', 'selamat', 'nyawa']",1.0,1.0
2957,"['data', 'vaksin', 'booster', 'peduli', 'lindung', 'solusi']",1.0,1.0
5731,"['lokasi', 'vaksin', 'booster', 'bekas', 'raya', 'oktober', 'megapolitan']",-1.0,-1.0
3655,"['vaksin', 'booster', 'hp', 'buka', 'app', 'pedulilindungi', 'layar', 'hp', 'rusak', 'terbang', 'domestik', 'bawa', 'bukti', 'vaksin', 'terimakasih']",1.0,1.0
3288,"['vaksin', 'booster', 'jakarta', 'pas', 'persis', 'mie', 'ayam', 'salah', 'banget', 'salah']",-1.0,-1.0
2663,"['vaksin', 'polio', 'anak', 'dosis', 'primer', 'dosis', 'booster', 'dosis', 'bayi', 'lahir', 'kmudian', 'usia', 'vaksin', 'booster', 'usia']",-1.0,-1.0
2972,"['panit', 'binmas', 'cipeundeuy', 'kepolisianresor', 'subang', 'aiptu', 'yad', 'gunawan', 'lengkong', 'armo', 'monitoring', 'giat', 'vaksin', 'booster', 'cipeundeuy']",-1.0,-1.0
2954,"['vaksin', 'booster', 'dosis', 'masuk']",-1.0,-1.0
2057,"['taat', 'prokes', 'vaksin', 'booster', 'cegah', 'naik', 'covid', 'simak', 'jelas', 'spektrum', 'radio', 'jawatimur', 'tayang', 'senin', 'wib', 'serentak', 'radio', 'anggota', 'satu', 'radio', 'siar', 'swasta', 'nasional', 'indonesia', 'prssni', 'jawa', 'timur']",1.0,1.0
2348,"['pringkuku', 'anggota', 'pringkuku', 'laksana', 'aman', 'giat', 'vaksin', 'booster', 'pringkuku', 'pringkuku', 'jawa', 'timur', 'indonesia']",-1.0,-1.0
3800,"['aftertaste', 'vaksin', 'booster', 'mantap', 'banget']",1.0,1.0
5345,"['ness', 'vaksin', 'booster', 'vaksin', 'sender', 'cari', 'brgan', 'tidaktahu', 'vaksin', 'informasi', 'bolee', 'titip']",-1.0,1.0
5865,"['informasi', 'vaksin', 'booster', 'makas']",1.0,1.0
4889,"['moviemax', 'mall', 'dinoyo', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
1505,"['adekku', 'cek', 'darah', 'habis', 'juta', 'us', 'gara', 'efek', 'vaksin', 'booster']",1.0,1.0
4256,"['fasilitas', 'vaksin', 'sedia', 'internasional', 'soekarnohatta', 'ecek', 'aplikasi', 'pedulilindungi', 'megetahui', 'instansi', 'sehat', 'dekat', 'sedia', 'fasilitas', 'vaksin', 'booster', 'terima', 'kasih', 'anya']",1.0,1.0
4442,"['admin', 'vaksin', 'booster', 'kota', 'mama', 'tidakbisa', 'vaksin', 'booster', 'tekan', 'darah']",1.0,1.0
1410,"['informasi', 'braw', 'vaksin', 'booster', 'malang']",-1.0,-1.0
4281,"['hej', 'vaksin', 'booster', 'alam', 'sutera', 'mas', 'sedia']",1.0,1.0
5171,"['antri', 'jam', 'pagi', 'vaksin', 'booster', 'nomor', 'antri', 'habis', 'nomor', 'sd', 'nomor', 'sd', 'tri', 'sehat']",1.0,1.0
3101,"['kakak', 'jarak', 'vaksin', 'booster', 'layan', 'vaksin', 'stasiun', 'operasional', 'jam']",1.0,1.0
5069,"['dips', 'tawang', 'gambir', 'print', 'tiket', 'vaksin', 'booster', 'tinggal', 'scan', 'peduli', 'lindung']",1.0,1.0
1743,"['ayo', 'ajak', 'keluarga', 'vaksin', 'booster', 'yaw']",1.0,1.0
1126,"['vaksinasi', 'atas', 'pandemi', 'cvd', 'protokol', 'sehat', 'vaksinboostercvd', 'vaksin', 'vaksin', 'booster', 'segera']",-1.0,1.0
2458,"['vaksin', 'booster', 'buat', 'biofarma']",1.0,1.0
5485,"['jalan', 'kota', 'usia', 'bawah', 'vaksin', 'booster', 'swab', 'terimakasih']",1.0,1.0
3753,"['kasih', 'izin', 'tanggal', 'vaksin', 'booster', 'lt']",-1.0,-1.0
4074,"['butuh', 'vaksin', 'booster', 'sertif', 'peduli', 'lindung', 'dm']",1.0,1.0
1934,"['yupss', 'bytheway', 'mimin', 'nama', 'evan', 'herdy', 'dpn', 'cek', 'vaksin', 'vaksin', 'booster', 'wkwkwkwk']",-1.0,-1.0
1292,"['cegah', 'sebar', 'covid', 'kepolisianresor', 'probolinggo', 'gelar', 'gebyar', 'vaksin', 'booster']",1.0,1.0
70,"['admin', 'informasi', 'vaksin', 'booster', 'stasiun', 'buka', 'jamber']",1.0,1.0
4456,"['rsud', 'rumah', 'teruus', 'nyimak', 'aeon', 'suka', 'ngadain', 'vaksinbooster']",1.0,1.0
1305,"['milik', 'mampu', 'dasar', 'teknik', 'las', 'milik', 'skck', 'wajib', 'vaksin', 'booster', 'dosis', 'tiga', 'sedia', 'tempat', 'kawasan', 'deltamas', 'operasi', 'komputer', 'tim', 'individu']",-1.0,1.0
5517,"['informasi', 'lokasi', 'vaksin', 'booster', 'sekitar', 'bekas']",-1.0,-1.0
3717,"['vaksin', 'booster', 'patuh', 'prokes', 'mana']",1.0,-1.0
3836,"['vaksin', 'booster', 'langka', 'pakai', 'jasa', 'kaya', 'butuh', 'banget', 'daftar']",-1.0,-1.0
2792,"['kerek', 'akp', 'darmono', 'anggota', 'damping', 'kerek', 'laksana', 'giat', 'vaksinasi', 'covid', 'vaksin', 'booster', 'padepokan', 'psht', 'margorejo', 'kerek']",-1.0,1.0
1340,"['lek', 'wes', 'umur', 'wajib', 'vaksin', 'booster', 'nderr']",1.0,1.0
831,"['mentang', 'vaksin', 'booster', 'jaga', 'sehat', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
4308,"['vaksin', 'booster', 'mall', 'sun', 'plaza', 'medan', 'gada', 'cek']",-1.0,-1.0
1456,"['informasi', 'vaksin', 'booster', 'ness']",1.0,1.0
1738,"['teman', 'lupa', 'vaksin', 'booster', 'imun', 'kuat', 'aman', 'tetep', 'jaga', 'prokesnya', 'rantai', 'sebar', 'covid', 'indonesia', 'putus', 'keep', 'healthy', 'teman']",1.0,1.0
3163,"['booster', 'prokes', 'kunci', 'pisah', 'hadap', 'pandemi', 'booster', 'prokes', 'kunci', 'pisah', 'fakta', 'potensi', 'naik', 'vaksin', 'booster', 'bareng', 'disiplin', 'protokol', 'sehat', 'selamat', 'ayah']",1.0,1.0
238,"['jaga', 'jarak', 'patuh', 'prokes', 'vaksin', 'booster', 'lengkap']",1.0,1.0
92,"['wajib', 'vaksin', 'booster', 'dosis', 'tiga', 'sedia', 'tempat', 'kawasan', 'deltamas', 'kirim', 'cv', 'mu', 'web', 'note', 'silah', 'lamar', 'tanggal', 'desember']",-1.0,-1.0
4504,"['stasiun', 'pasar', 'senen', 'sedia', 'layan', 'vaksin', 'booster']",1.0,1.0
4900,"['lokasi', 'vaksin', 'booster', 'oktober', 'link', 'daftar', 'catat', 'sampaiterlewat']",1.0,1.0
2432,"['vaksin', 'booster', 'indovac', 'vaksin', 'produksi', 'negeri', 'ayo', 'vaksin', 'booster']",1.0,1.0
3580,"['permisi', 'admin', 'izin', 'post', 'terima', 'jasa', 'vaksin', 'booster', 'suntik', 'proses', 'daftar', 'peduli', 'lindung', 'paket', 'amanah', 'percaya', 'sertifikat']",1.0,1.0
1666,"['banget', 'vaksin', 'booster']",1.0,-1.0
3984,"['syarat', 'wajib', 'vaksin', 'booster', 'tumpang']",-1.0,-1.0
1001,"['dips', 'skrng', 'antarkota', 'vaksin', 'booster', 'gas']",-1.0,-1.0
1942,"['tidakapa-apa', 'serang', 'angkatanudara', 'angst', 'mu', 'kakk', 'tkut', 'vaksin', 'booster']",-1.0,-1.0
4635,"['pas', 'seminar', 'graha', 'pinjemin', 'akun', 'pedulilindungi', 'ku', 'vaksin', 'booster', 'kata', 'moody', 'moodku', 'jelek', 'dar', 'post', 'tertawa']",1.0,1.0
2225,"['bagus', 'vaksin', 'booster', 'syarat', 'jabat', 'anggota', 'dewan', 'tuju']",-1.0,1.0
4950,"['wajib', 'vaksin', 'booster', 'sehat', 'jasmani', 'rohani']",1.0,1.0
957,"['jakarta', 'selatan', 'motivasi', 'integritas', 'rajin', 'jujur', 'tekun', 'tanggung', 'kerja', 'milik', 'kendara', 'sepeda', 'motor', 'milik', 'pribadi', 'sim', 'milik', 'sertifikat', 'vaksin', 'vaksin', 'booster', 'buka', 'fresh', 'graduate']",1.0,1.0
3786,"['sumpah', 'vaksin', 'booster', 'ngerasain', 'dekat', 'asa', 'lemah', 'bangeettt', 'erti', 'lemah', 'ituu', 'segernya', 'pas', 'tanggal', 'muda']",1.0,1.0
4126,"['habis', 'vaksinbooster', 'efek', 'malembesoknya', 'minggu', 'ngefek']",1.0,1.0
4323,"['jam', 'operasional', 'layan', 'vaksin', 'booster', 'stasiun', 'pasar', 'senen', 'jam', 'brapa', 'terimakasih']",1.0,1.0
1623,"['nama', 'vaksin', 'booster', 'wlkwkwwkwkw', 'bau', 'part']",-1.0,1.0
411,"['tuju', 'hapus', 'ppkm', 'bebas', 'vaksin', 'vaksin', 'booster', 'virus', 'teman', 'lengkap', 'vaksin', 'booster', 'wafat', 'lengkap', 'sehat', 'vaksin', 'sehat', 'vaksin', 'wafat', 'inti', 'proteksi', 'sadar']",1.0,1.0
5819,"['gausah', 'vaksin', 'booster']",-1.0,-1.0
5089,"['informasi', 'fasilitas', 'vaksin', 'sedia', 'internasional', 'soekarnohatta', 'ecek', 'aplikasi', 'pedulilindungi', 'megetahui', 'instansi', 'sehat', 'dekat', 'sedia', 'fasilitas', 'vaksin', 'booster', 'terimakasih', 'anya']",1.0,1.0
5681,"['informasi', 'vaksin', 'booster', 'jakpus']",1.0,1.0
2181,"['psl', 'vaksin', 'ungkit', 'ye', 'vaksin', 'booster', 'syukur']",1.0,1.0
5153,"['jogja', 'cuma', 'vaksin', 'booster', 'ganti', 'pakai', 'antigen', 'vaksin', 'booster', 'astra', 'habis']",1.0,1.0
3264,"['banget', 'umur', 'vaksin', 'booster', 'antigen', 'kakak', 'kota']",1.0,1.0
2029,"['jual', 'beli', 'vaksin', 'booster']",1.0,1.0
1034,"['fakultas', 'lupa', 'vaksin', 'booster']",1.0,1.0
2576,"['jenis', 'syarat', 'vaksin', 'booster', 'patuh', 'agaraman']",1.0,1.0
1918,"['ayo', 'vaksin', 'booster', 'klinik', 'kepolisianresor', 'probolinggo', 'kota', 'wonoasih', 'gelar', 'suntik', 'vaksin', 'booster', 'wilayah', 'hukum', 'wonoasih']",1.0,1.0
931,"['derita', 'kanker', 'limpoma', 'hodgkin', 'stadium', 'tumor', 'mediastinum', 'jalan', 'kemoterapi', 'radioterapi', 'vaksin', 'booster', 'vaksin', 'sakit', 'kanker', 'dok']",-1.0,-1.0
5397,"['trackny', 'pas', 'ngecoach', 'tim', 'rsg', 'lumayan', 'moga', 'vaksin', 'booster', 'boom']",1.0,1.0
3245,"['pagi', 'vaksin', 'booster', 'dkmpus', 'latih', 'praktik', 'makan']",1.0,1.0
633,"['akun', 'koh', 'vaksin', 'booster', 'ikut', 'rapat']",-1.0,-1.0
2602,"['kota', 'jakarta', 'pasuk', 'laku', 'batas', 'giat', 'masyarakat', 'ppkm', 'level', 'hitung', 'november', 'desember', 'ayo', 'disiplin', 'protokol', 'sehat', 'lengkap', 'vaksinasi', 'vaksin', 'booster']",1.0,1.0
498,"['solusi', 'vaksin', 'tanggal', 'agustus', 'desember', 'tiket', 'vaksin', 'booster', 'kendala', 'tiket', 'booster']",-1.0,-1.0
5694,"['daks', 'informasi', 'vaksin', 'booster', 'daerah', 'cimahibdg', 'terimakasih']",1.0,1.0
415,"['informasi', 'vaksin', 'booster', 'daerah', 'bekas', 'teman']",-1.0,-1.0
2273,"['daftar', 'vaksin', 'booster', 'tuju', 'bpom', 'tambah', 'vaksin', 'booster', 'untuk', 'masyarakat', 'usia', 'daftar']",1.0,1.0
3196,"['lupa', 'jaga', 'jarak', 'cuci', 'tangan', 'air', 'sabundisinfektan', 'lengkap', 'vaksin', 'booster', 'moms', 'tunda', 'rencana', 'sapih', 'susu', 'andal', 'utama', 'nutrisi', 'antibodi', 'bangkit', 'indonesiakusehat', 'negeri']",1.0,1.0
4650,"['rute', 'tkgcgkdps', 'vaksin', 'booster', 'ganti', 'rapidtes']",1.0,1.0
2431,"['ayo', 'ajak', 'teman', 'lanjutusia', 'vaksin', 'booster']",1.0,1.0
3159,"['ribet', 'vaksin', 'booster', 'uni']",-1.0,-1.0
757,"['vaksin', 'booster', 'kakak', 'hasil', 'rtpcrantigen', 'terbit', 'nomor', 'kemenhub', 'laku', 'tentu', 'lampir', 'hasil', 'rtpcrantigen', 'hapus', 'wajib', 'vaksin', 'dosis', 'kakak', 'lokal', 'booster', 'kakak', 'antarkota']",-1.0,1.0
3316,"['booster', 'nyuruh', 'cepetcepet', 'vaksin', 'booster', 'lapang', 'vaksin', 'kosong', 'vaksin', 'dikemanain', 'nyuruh', 'rakyat', 'vaksin', 'booster', 'sedia', 'nihil']",-1.0,-1.0
1041,"['okedeh', 'ayu', 'maaciih', 'nanyaa', 'nonton', 'seventeen', 'periksa', 'vaksin', 'booster']",-1.0,-1.0
4260,"['tingkat', 'imunitas', 'tubuh', 'lengkap', 'dosis', 'vaksin', 'tunda', 'tunggu', 'trpapar', 'sehat', 'vaksin', 'booster', 'protokol', 'sehat']",1.0,1.0
2885,"['vaksinasi', 'booster', 'covid', 'kurang', 'risiko', 'mati', 'mayoritas', 'sebab', 'pasien', 'covid', 'kondisi', 'berat', 'kritis', 'rumah', 'sakit', 'tinggal', 'vaksin', 'lengkap', 'vaksin', 'booster']",-1.0,-1.0
3781,"['butuh', 'informasi', 'vaksin', 'booster', 'stasiun', 'gubeng', 'sedia']",-1.0,-1.0
2405,"['rela', 'lomba', 'vaksin', 'booster', 'cuci', 'sepatu', 'halhal', 'males', 'lakuin', 'tertawa', 'nonton', 'konser', 'kakakperempuan', 'oca', 'see', 'this', 'saturday', 'kakakperempuan', 'ocaaa']",1.0,1.0
596,"['bismillah', 'suntik', 'moga', 'vaksin', 'booster', 'vaksin']",1.0,1.0
5261,"['wali', 'pados', 'vaksin', 'booster', 'ready', 'area', 'solo', 'kota']",1.0,1.0
4904,"['guysss', 'informasi', 'vaksin', 'booster', 'daerah', 'cikarangjakarta']",1.0,1.0
1068,"['jalan', 'domestik', 'tumpang', 'vaksin', 'booster', 'syarat', 'thank']",1.0,1.0
2144,"['ayo', 'vaksin', 'booster']",1.0,1.0
2963,"['vaksin', 'primer', 'jampj', 'terima', 'booster', 'homolog', 'vaksin', 'booster', 'jampj', 'booster', 'heterolog', 'vaksin', 'pfizer', 'moderna', 'beri', 'vaksin', 'booster', 'sesuai', 'sedia', 'vaksin', 'lokasi']",1.0,1.0
4291,"['anjing', 'vaksin', 'booster', 'tiket', 'beli']",-1.0,-1.0
652,"['masyarakat', 'dihimbau', 'vaksin', 'booster', 'lindung', 'sakit', 'berat', 'tatkala', 'tular', 'covid', 'lindung', 'vaksinasi', 'covid', 'disiplin', 'protokol', 'sehat', 'pakai']",1.0,1.0
4561,"['informasi', 'vaksin', 'booster', 'area', 'jawa', 'teman']",1.0,1.0
5743,"['rimih', 'kit', 'cih', 'takut', 'kup', 'hyung', 'vaksin', 'booster', 'takut']",1.0,1.0
2233,"['patuh', 'protokol', 'sehat', 'lupa', 'vaksin', 'booster']",1.0,1.0
2721,"['menkes', 'budi', 'sadikin', 'vaksinasi', 'mayoritas', 'sebab', 'pasien', 'covid', 'kondisi', 'berat', 'kritis', 'rumah', 'sakit', 'vaksin', 'vaksin', 'lengkap', 'vaksin', 'booster']",-1.0,-1.0
4240,"['makji', 'vaksin', 'booster', 'daerah', 'makji', 'daerah', 'ku', 'kosong']",-1.0,-1.0
2523,"['suntik', 'vaksin', 'booster', 'ajak', 'masyarakat', 'booster']",1.0,1.0
1732,"['covid', 'teman', 'ayo', 'vaksin', 'booster', 'imun', 'kuat', 'pakai', 'tementemen']",1.0,1.0
2457,"['vaksin', 'booster', 'indovac', 'dorong', 'lanjutusia', 'suntik', 'vaksin', 'kuat']",1.0,1.0
75,"['covid', 'dampak', 'indonesia', 'dunia', 'jaga', 'protokol', 'sehat', 'vaksin', 'booster', 'guna', 'kebal', 'tubuh', 'putus', 'rantai']",1.0,1.0
3573,"['nderr', 'pvj', 'wajib', 'booster', 'banget', 'ngedadak', 'vaksin', 'booster']",-1.0,-1.0
4446,"['selamat', 'siang', 'admin', 'stasiun', 'mas', 'sedia', 'vaksin', 'booster', 'astrazeneca']",1.0,1.0
2858,"['vaksin', 'booster', 'kawan', 'jaga', 'sehat']",1.0,1.0
4986,"['informasi', 'lokasi', 'vaksin', 'booster', 'sedia', 'susah', 'banget', 'cari', 'stok', 'kosong']",-1.0,-1.0
3792,"['titik', 'lokasi', 'vaksin', 'booster', 'gresik', 'november']",-1.0,1.0
4411,"['terima', 'sunti', 'vaksin', 'booster', 'covid', 'baru']",1.0,1.0
1740,"['vaksin', 'booster', 'vaksin', 'imun', 'kuat']",1.0,1.0
2142,"['kakakperempuan', 'via', 'aku', 'tim', 'raka', 'ayo', 'maju', 'kakakperempuan', 'via', 'bpjs', 'vaksin', 'booster', 'wrwrwrwr']",1.0,1.0
3038,"['vaksin', 'booster', 'tertawa']",1.0,1.0
1941,"['atur', 'vaksin', 'booster', 'lanjutusia', 'simak', 'syarat', 'daftar', 'dosis', 'empat']",1.0,1.0
